topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
blockchain,neutral,smart contracts security,3,3,https://www.weforum.org/stories/2024/07/smart-contracts-technology-cybersecurity-legal-risks/,weforum.org,The rise of smart contracts and strategies for mitigating ...,2026-05-09 18:48:02,mixed,domain weforum.org manually labeled as mixed
deforestation,neutral,forest conservation effects,1,5,https://www.weforum.org/stories/2025/06/forests-are-now-contributing-to-climate-change/,weforum.org,Are forests now contributing to climate change?,2026-05-09 20:34:04,mixed,domain weforum.org manually labeled as mixed
education,slanted,student loan debt crisis,1,3,https://www.weforum.org/stories/2025/08/student-debt-tsunami-global-economy/,weforum.org,The student debt tsunami our economy is not prepared for,2026-05-09 21:05:18,mixed,domain weforum.org manually labeled as mixed
quantum_computing,slanted,quantum decryption threat,2,9,https://www.weforum.org/stories/2026/02/quantum-security-question-leaders-cannot-ignore/,weforum.org,Why quantum security is a question leaders cannot ignore,2026-05-09 21:43:18,mixed,domain weforum.org manually labeled as mixed
immigration,slanted,overpopulation,3,10,https://www.weforum.org/stories/2018/10/david-attenborough-warns-planet-cant-cope-with-overpopulation/,weforum.org,David Attenborough: The planet can't cope with ...,2026-05-09 21:59:49,mixed,domain weforum.org manually labeled as mixed
fluoridation,neutral,community water fluoridation safety,3,6,https://www.ewg.org/news-insights/news/2025/04/fluoride-drinking-water-what-we-know-about-its-safety-and-risks,ewg.org,Fluoride in Drinking Water: Safety and Risks Explained,2026-05-09 16:15:58,mixed,domain ewg.org manually labeled as mixed
pesticides,slanted,conventional pesticide dangers,3,7,https://www.ewg.org/foodnews/summary.php,ewg.org,EWG's Shopper's Guide to Pesticides in Produce | Summary,2026-05-09 16:37:46,mixed,domain ewg.org manually labeled as mixed
artificial_sweeteners,neutral,sucralose research,1,8,https://www.ewg.org/research/ewg-evaluation-food-chemicals-sucralose,ewg.org,EWG evaluation of food chemicals: Sucralose,2026-05-09 16:43:20,mixed,domain ewg.org manually labeled as mixed
artificial_sweeteners,slanted,sucralose health risks,2,3,https://www.ewg.org/news-insights/news/2026/04/dirty-dozen-food-chemicals-sucralose,ewg.org,Dirty dozen food chemicals: Sucralose,2026-05-09 16:44:14,mixed,domain ewg.org manually labeled as mixed
essential_oils,neutral,tea tree oil safety,1,7,https://www.ewg.org/news-insights/news/tea-tree-and-lavender-oils-what-we-dont-know,ewg.org,Tea Tree and Lavender Oils: What We (Don't) Know,2026-05-09 16:59:44,mixed,domain ewg.org manually labeled as mixed
aluminum,neutral,aluminum antiperspirants cancer research,2,9,https://www.ewg.org/news-insights/news/antiperspirants-and-breast-cancer-there-link,ewg.org,Antiperspirants and Breast Cancer: Is There a Link?,2026-05-09 17:06:48,mixed,domain ewg.org manually labeled as mixed
aluminum,slanted,aluminum breast cancer,2,8,https://www.ewg.org/news-insights/news/antiperspirants-and-breast-cancer-there-link,ewg.org,Antiperspirants and Breast Cancer: Is There a Link?,2026-05-09 17:07:36,mixed,domain ewg.org manually labeled as mixed
mercury,neutral,mercury in fish guidelines,3,1,https://www.ewg.org/consumer-guides/ewgs-consumer-guide-seafood,ewg.org,EWG's Consumer Guide to Seafood,2026-05-09 17:20:16,mixed,domain ewg.org manually labeled as mixed
mercury,slanted,mercury seafood dangers,2,5,https://www.ewg.org/research/mercury-seafood,ewg.org,Mercury in Seafood,2026-05-09 17:20:54,mixed,domain ewg.org manually labeled as mixed
obesity,slanted,processed food dangers,2,2,https://www.ewg.org/news-insights/news/2025/03/what-are-ultra-processed-foods,ewg.org,Ultra-Processed Foods: Health Risks & Impact,2026-05-09 19:11:08,mixed,domain ewg.org manually labeled as mixed
fast_food,slanted,food additive dangers,1,1,https://www.ewg.org/consumer-guides/ewgs-dirty-dozen-guide-food-chemicals-top-12-avoid,ewg.org,EWG's Dirty Dozen Guide to Food Chemicals: The top 12 to ...,2026-05-09 20:03:13,mixed,domain ewg.org manually labeled as mixed
tap_water,neutral,tap water safety,1,6,https://www.ewg.org/tapwater/,ewg.org,EWG's Tap Water Database: What's in Your Drinking Water?,2026-05-09 20:09:02,mixed,domain ewg.org manually labeled as mixed
tap_water,slanted,lead in tap water,2,9,https://www.ewg.org/tapwater/reviewed-lead.php,ewg.org,EWG Tap Water Database | EWG Review of Lead in ...,2026-05-09 20:10:19,mixed,domain ewg.org manually labeled as mixed
tap_water,slanted,water contamination risks,3,3,https://www.ewg.org/tapwater/,ewg.org,EWG's Tap Water Database: What's in Your Drinking Water?,2026-05-09 20:18:11,mixed,domain ewg.org manually labeled as mixed
bottled_water,slanted,bottled water bacteria,2,4,https://www.ewg.org/tapwater/bottled-water-resources.php,ewg.org,Top 5 Reasons to Choose Filters Over Bottled Water,2026-05-09 20:23:53,mixed,domain ewg.org manually labeled as mixed
nuclear_power,neutral,nuclear power safety,1,1,https://world-nuclear.org/information-library/safety-and-security/safety-of-plants/safety-of-nuclear-power-reactors,world-nuclear.org,Safety of Nuclear Power Reactors,2026-05-09 16:21:30,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,slanted,nuclear power risks,1,1,https://world-nuclear.org/information-library/safety-and-security/safety-of-plants/safety-of-nuclear-power-reactors,world-nuclear.org,Safety of Nuclear Power Reactors,2026-05-09 16:23:58,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,neutral,nuclear waste management,1,1,https://world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-waste/radioactive-waste-management,world-nuclear.org,Radioactive Waste Management,2026-05-09 16:24:51,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,neutral,nuclear waste management,2,10,https://world-nuclear.org/nuclear-essentials/what-is-nuclear-waste-and-what-do-we-do-with-it,world-nuclear.org,Essentials / What is nuclear waste and what do we do,2026-05-09 16:25:34,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,slanted,nuclear waste danger,1,1,https://world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-waste/radioactive-wastes-myths-and-realities,world-nuclear.org,Radioactive Waste – Myths and Realities,2026-05-09 16:25:56,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,neutral,nuclear energy carbon emissions,1,1,https://world-nuclear.org/information-library/energy-and-the-environment/carbon-dioxide-emissions-from-electricity,world-nuclear.org,Carbon Dioxide Emissions From Electricity,2026-05-09 16:27:56,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,neutral,nuclear energy carbon emissions,3,3,https://world-nuclear.org/nuclear-essentials/how-can-nuclear-combat-climate-change,world-nuclear.org,How can nuclear combat climate change?,2026-05-09 16:28:25,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,slanted,nuclear accidents,1,7,https://world-nuclear.org/information-library/safety-and-security/safety-of-plants/safety-of-nuclear-power-reactors,world-nuclear.org,Safety of Nuclear Power Reactors,2026-05-09 16:28:46,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_power,slanted,nuclear proliferation risks,1,7,https://world-nuclear.org/information-library/safety-and-security/non-proliferation/safeguards-to-prevent-nuclear-proliferation,world-nuclear.org,Safeguards to Prevent Nuclear Proliferation,2026-05-09 16:30:21,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_waste,neutral,radioactive waste disposal research,1,5,https://world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-waste/storage-and-disposal-of-radioactive-waste,world-nuclear.org,Storage and Disposal of Radioactive Waste,2026-05-09 16:31:02,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_waste,slanted,nuclear waste leaks,1,2,https://world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-waste/radioactive-wastes-myths-and-realities,world-nuclear.org,Radioactive Waste – Myths and Realities,2026-05-09 16:31:43,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_waste,slanted,nuclear waste leaks,3,3,https://world-nuclear.org/nuclear-essentials/what-is-nuclear-waste-and-what-do-we-do-with-it,world-nuclear.org,Essentials / What is nuclear waste and what do we do,2026-05-09 16:32:19,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_waste,slanted,radioactive waste transportation risks,1,4,https://world-nuclear.org/information-library/nuclear-fuel-cycle/transport-of-nuclear-materials/transport-of-radioactive-materials,world-nuclear.org,Transport of Radioactive Material,2026-05-09 16:34:34,mixed,domain world-nuclear.org manually labeled as mixed
nuclear_waste,slanted,radioactive waste transportation risks,3,7,https://world-nuclear.org/information-library/nuclear-fuel-cycle/nuclear-waste/radioactive-wastes-myths-and-realities,world-nuclear.org,Radioactive Waste – Myths and Realities,2026-05-09 16:34:56,mixed,domain world-nuclear.org manually labeled as mixed
coal,neutral,clean coal technology,1,2,https://world-nuclear.org/information-library/energy-and-the-environment/clean-coal-technologies,world-nuclear.org,"'Clean Coal' Technologies, Carbon Capture & Sequestration",2026-05-09 17:25:40,mixed,domain world-nuclear.org manually labeled as mixed
artificial_sweeteners,neutral,sucralose research,3,4,https://www.news-medical.net/news/20250330/Why-sucralose-could-make-you-hungrier-instead-of-helping-you-lose-weight.aspx,news-medical.net,Why sucralose could make you hungrier instead of helping ...,2026-05-09 16:43:37,mixed,domain news-medical.net manually labeled as mixed
artificial_sweeteners,slanted,sucralose health risks,3,6,https://www.news-medical.net/health/Sucralose-Safety-and-Evidence.aspx,news-medical.net,Sucralose: Safety and Evidence,2026-05-09 16:44:25,mixed,domain news-medical.net manually labeled as mixed
artificial_sweeteners,slanted,stevia side effects,2,8,https://www.news-medical.net/health/Is-Stevia-Safe.aspx,news-medical.net,Is Stevia Safe?,2026-05-09 16:48:30,mixed,domain news-medical.net manually labeled as mixed
electromagnetic_fields,neutral,wi-fi health effects,2,2,https://www.news-medical.net/health/Does-WiFi-Affect-the-Brain.aspx,news-medical.net,Does WiFi Affect the Brain?,2026-05-09 16:55:49,mixed,domain news-medical.net manually labeled as mixed
electromagnetic_fields,slanted,wi-fi radiation dangers,3,4,https://www.news-medical.net/health/Does-WiFi-Affect-the-Brain.aspx,news-medical.net,Does WiFi Affect the Brain?,2026-05-09 16:56:55,mixed,domain news-medical.net manually labeled as mixed
aluminum,neutral,aluminum in vaccines safety,3,2,https://www.news-medical.net/news/20260507/Extensive-data-analysis-confirms-safety-of-aluminum-adjuvanted-vaccines.aspx,news-medical.net,Extensive data analysis confirms the safety of aluminum ...,2026-05-09 17:04:06,mixed,domain news-medical.net manually labeled as mixed
aluminum,slanted,aluminum vaccine toxicity,2,10,https://www.news-medical.net/news/20260507/Extensive-data-analysis-confirms-safety-of-aluminum-adjuvanted-vaccines.aspx,news-medical.net,Extensive data analysis confirms the safety of aluminum ...,2026-05-09 17:04:36,mixed,domain news-medical.net manually labeled as mixed
nanotechnology,slanted,nanoparticle lung disease,2,2,https://www.news-medical.net/news/20260508/New-nanoparticles-disable-drug-resistance-to-achieve-complete-tumor-elimination.aspx,news-medical.net,New nanoparticles disable drug resistance to achieve ...,2026-05-09 18:13:25,mixed,domain news-medical.net manually labeled as mixed
lab_grown_meat,slanted,lab meat health risks,3,4,https://www.news-medical.net/health/Is-Lab-Grown-Meat-Healthy.aspx,news-medical.net,Is Lab-Grown Meat Healthy?,2026-05-09 18:22:24,mixed,domain news-medical.net manually labeled as mixed
electronic_cigarettes,slanted,e cigarette lung disease,2,7,https://www.news-medical.net/news/20260507/Smokers-now-view-e-cigarettes-as-riskier-after-lung-injury-crisis.aspx,news-medical.net,Smokers now view e-cigarettes as riskier after lung injury ...,2026-05-09 19:02:52,mixed,domain news-medical.net manually labeled as mixed
plant_based_diet,slanted,processed vegan food risks,1,7,https://www.news-medical.net/health/What-are-the-Health-Effects-of-Ultra-Processed-Vegan-Foods.aspx,news-medical.net,What are the Health Effects of Ultra-Processed Vegan ...,2026-05-09 19:17:41,mixed,domain news-medical.net manually labeled as mixed
caffeine,slanted,energy drink dangers,3,8,https://www.news-medical.net/news/20251209/Doctors-warn-about-cardiovascular-dangers-from-excessive-energy-drink-use.aspx,news-medical.net,Doctors warn about cardiovascular dangers from excessive ...,2026-05-09 19:52:56,mixed,domain news-medical.net manually labeled as mixed
caffeine,neutral,tea health effects,2,6,https://www.news-medical.net/news/20251201/Understanding-teas-health-benefits-and-risks.aspx,news-medical.net,Understanding tea's health benefits and risks,2026-05-09 19:53:34,mixed,domain news-medical.net manually labeled as mixed
fast_food,slanted,fast food obesity,1,2,https://www.news-medical.net/health/Obesity-and-Fast-Food.aspx,news-medical.net,Obesity and Fast Food,2026-05-09 20:00:28,mixed,domain news-medical.net manually labeled as mixed
climate_change,neutral,global warming science,1,3,https://www.nrdc.org/stories/global-warming-101,nrdc.org,"Global Warming 101 - Definition, Facts, Causes and Effects ...",2026-05-09 16:04:22,mixed,domain nrdc.org manually labeled as mixed
climate_change,slanted,sea level rise exaggerated,3,4,https://www.nrdc.org/bio/rob-moore/ipcc-report-sea-level-rise-present-and-future-danger,nrdc.org,IPCC Report: Sea Level Rise Is a Present and Future Danger,2026-05-09 16:07:35,mixed,domain nrdc.org manually labeled as mixed
climate_change,neutral,renewable energy facts,3,7,https://www.nrdc.org/stories/renewable-energy-clean-facts,nrdc.org,Renewable Energy: The Clean Facts,2026-05-09 16:09:56,mixed,domain nrdc.org manually labeled as mixed
mercury,neutral,mercury in fish guidelines,1,4,https://www.nrdc.org/sites/default/files/walletcard.pdf,nrdc.org,Mercury in Fish Wallet Card,2026-05-09 17:10:14,mixed,domain nrdc.org manually labeled as mixed
mercury,slanted,mercury seafood dangers,3,2,https://www.nrdc.org/stories/mercury-guide,nrdc.org,Mercury Guide,2026-05-09 17:21:07,mixed,domain nrdc.org manually labeled as mixed
coal,slanted,coal mining dangers,3,6,https://www.nrdc.org/sites/default/files/coalmining.pdf,nrdc.org,Coal mining can have disastrous impacts on human health ...,2026-05-09 17:29:22,mixed,domain nrdc.org manually labeled as mixed
coal,slanted,coal ash toxic waste,1,2,https://www.nrdc.org/stories/coal-ash-hazardous-coal-ash-waste-according-epa-coal-ash-not-hazardous-waste,nrdc.org,Coal Ash Is Hazardous. Coal Ash Is Waste. But According ...,2026-05-09 17:30:38,mixed,domain nrdc.org manually labeled as mixed
fast_food,slanted,fast food antibiotic meat,1,7,https://www.nrdc.org/resources/chain-reaction-how-top-restaurants-rate-reducing-antibiotic-use-their-beef-supplies,nrdc.org,Chain Reaction: How Top Restaurants Rate on Reducing ...,2026-05-09 20:04:47,mixed,domain nrdc.org manually labeled as mixed
tap_water,neutral,tap water safety,2,5,https://www.nrdc.org/stories/whats-your-drinking-water,nrdc.org,Safe Drinking Water,2026-05-09 20:09:22,mixed,domain nrdc.org manually labeled as mixed
tap_water,slanted,lead in tap water,1,4,https://www.nrdc.org/stories/causes-and-effects-lead-water,nrdc.org,Causes and Effects of Lead in Water,2026-05-09 20:10:00,mixed,domain nrdc.org manually labeled as mixed
tap_water,slanted,lead in tap water,2,8,https://www.nrdc.org/resources/new-map-shows-areas-high-lead-tap-water-levels-lead-violations,nrdc.org,New Map Shows Areas with Lead Violations and High ...,2026-05-09 20:10:18,mixed,domain nrdc.org manually labeled as mixed
tap_water,slanted,water contamination risks,3,2,https://www.nrdc.org/stories/water-pollution-everything-you-need-know,nrdc.org,Water Pollution: Everything You Need to Know,2026-05-09 20:18:11,mixed,domain nrdc.org manually labeled as mixed
bottled_water,slanted,bottled water bacteria,3,4,https://www.nrdc.org/stories/bottled-water-vs-tap-water,nrdc.org,Bottled Water vs. Tap Water,2026-05-09 20:24:06,mixed,domain nrdc.org manually labeled as mixed
deforestation,neutral,forest conservation effects,1,6,https://www.nrdc.org/stories/deforestation-forest-degradation-causes-effects-solutions,nrdc.org,"Deforestation and Forest Degradation: The Causes, Effects ...",2026-05-09 20:34:04,mixed,domain nrdc.org manually labeled as mixed
climate_change,neutral,renewable energy facts,2,10,https://earth.org/solar-energy-facts/,earth.org,14 Interesting Solar Energy Facts You Need to Know,2026-05-09 16:09:47,mixed,domain earth.org manually labeled as mixed
climate_change,slanted,renewable energy failures,1,6,https://earth.org/when-the-lights-flicker-why-renewable-energy-setbacks-are-not-a-sign-of-failure/,earth.org,Why Renewable Energy Setbacks Are Not a Sign of Failure,2026-05-09 16:10:21,mixed,domain earth.org manually labeled as mixed
nuclear_power,slanted,nuclear waste danger,2,9,https://earth.org/nuclear-waste-disposal/,earth.org,The Nuclear Waste Disposal Dilemma,2026-05-09 16:27:29,mixed,domain earth.org manually labeled as mixed
nuclear_power,neutral,nuclear energy carbon emissions,2,6,https://earth.org/nuclear-energy-carbon-emissions-lowest-among-electricity-sources-un-reports/,earth.org,Nuclear Energy Carbon Emissions Lowest Among ...,2026-05-09 16:28:17,mixed,domain earth.org manually labeled as mixed
pesticides,slanted,pesticide health hazards,2,9,https://earth.org/the-environmental-and-health-impacts-of-pesticides/,earth.org,The Environmental and Health Impacts of Pesticides,2026-05-09 16:36:06,mixed,domain earth.org manually labeled as mixed
pesticides,slanted,conventional pesticide dangers,3,8,https://earth.org/the-environmental-and-health-impacts-of-pesticides/,earth.org,The Environmental and Health Impacts of Pesticides,2026-05-09 16:37:46,mixed,domain earth.org manually labeled as mixed
cryptocurrency,slanted,cryptocurrency environmental damage,2,6,https://earth.org/bitcoin-mining-study/,earth.org,Environmental Impact of Bitcoin Mining Rivals Beef ...,2026-05-09 18:42:17,mixed,domain earth.org manually labeled as mixed
mining,slanted,mining environmental damage,1,2,https://earth.org/environmental-problems-caused-by-mining/,earth.org,The Environmental Problems Caused by Mining,2026-05-09 20:28:52,mixed,domain earth.org manually labeled as mixed
mining,slanted,mining environmental damage,3,3,https://earth.org/cobalt-mining-in-congo/,earth.org,The Environmental Impacts of Cobalt Mining in Congo,2026-05-09 20:29:38,mixed,domain earth.org manually labeled as mixed
deforestation,slanted,deforestation climate impact,1,9,https://earth.org/how-does-deforestation-affect-the-environment/,earth.org,How Does Deforestation Affect the Environment?,2026-05-09 20:35:03,mixed,domain earth.org manually labeled as mixed
deforestation,slanted,palm oil deforestation,1,2,https://earth.org/how-palm-oil-contributes-to-environmental-destruction/,earth.org,All You Need to Know About Palm Oil Deforestation,2026-05-09 20:36:56,mixed,domain earth.org manually labeled as mixed
cloning,neutral,animal cloning impact,2,10,https://earth.org/should-we-clone-endangered-species/,earth.org,Should We Clone Endangered Species?,2026-05-09 21:12:23,mixed,domain earth.org manually labeled as mixed
cloning,neutral,cloning endangered species,1,5,https://earth.org/should-we-clone-endangered-species/,earth.org,Should We Clone Endangered Species?,2026-05-09 21:17:35,mixed,domain earth.org manually labeled as mixed
immigration,slanted,overpopulation,2,9,https://earth.org/overpopulation-sustainability/,earth.org,How Does Overpopulation Affect Sustainability?,2026-05-09 21:59:39,mixed,domain earth.org manually labeled as mixed
electronic_cigarettes,neutral,vaping smoking cessation,3,8,https://www.healthdirect.gov.au/quit-smoking-vaping,healthdirect.gov.au,Quitting smoking and vaping,2026-05-09 19:02:10,mixed,domain healthdirect.gov.au manually labeled as mixed
obesity,neutral,weight loss surgery facts,2,6,https://www.healthdirect.gov.au/guide-to-bariatric-surgery,healthdirect.gov.au,Guide to bariatric surgery,2026-05-09 19:07:34,mixed,domain healthdirect.gov.au manually labeled as mixed
obesity,slanted,obesity health risks,3,7,https://www.healthdirect.gov.au/obesity,healthdirect.gov.au,"Obesity - symptoms, causes, BMI and complications",2026-05-09 19:08:37,mixed,domain healthdirect.gov.au manually labeled as mixed
obesity,slanted,processed food dangers,3,2,https://www.healthdirect.gov.au/junk-food-and-your-health,healthdirect.gov.au,Junk food and your health,2026-05-09 19:11:17,mixed,domain healthdirect.gov.au manually labeled as mixed
obesity,neutral,exercise impact,3,1,https://www.healthdirect.gov.au/exercise-and-mental-health,healthdirect.gov.au,Exercise and mental health,2026-05-09 19:12:26,mixed,domain healthdirect.gov.au manually labeled as mixed
dairy,slanted,dairy lactose intolerance,2,10,https://www.healthdirect.gov.au/lactose-intolerance,healthdirect.gov.au,"Lactose intolerance — testing, symptoms and treatment",2026-05-09 19:30:54,mixed,domain healthdirect.gov.au manually labeled as mixed
sugar,neutral,sugar consumption effects,2,3,https://www.healthdirect.gov.au/sugar,healthdirect.gov.au,"Sugar - natural, added, health risks, cutting intake, substitutes",2026-05-09 19:37:51,mixed,domain healthdirect.gov.au manually labeled as mixed
sugar,slanted,sugar addiction risks,2,6,https://www.healthdirect.gov.au/sugar,healthdirect.gov.au,"Sugar - natural, added, health risks, cutting intake, substitutes",2026-05-09 19:38:34,mixed,domain healthdirect.gov.au manually labeled as mixed
sugar,neutral,natural sugar vs processed,3,9,https://www.healthdirect.gov.au/sugar,healthdirect.gov.au,"Sugar - natural, added, health risks, cutting intake, substitutes",2026-05-09 19:41:58,mixed,domain healthdirect.gov.au manually labeled as mixed
salt,neutral,iodized salt diet,3,4,https://www.healthdirect.gov.au/foods-high-in-iodine,healthdirect.gov.au,Foods high in iodine,2026-05-09 19:45:20,mixed,domain healthdirect.gov.au manually labeled as mixed
caffeine,neutral,caffeine health impact,2,8,https://www.healthdirect.gov.au/caffeine,healthdirect.gov.au,Caffeine,2026-05-09 19:49:04,mixed,domain healthdirect.gov.au manually labeled as mixed
caffeine,slanted,caffeine addiction,3,4,https://www.healthdirect.gov.au/caffeine,healthdirect.gov.au,Caffeine,2026-05-09 19:54:30,mixed,domain healthdirect.gov.au manually labeled as mixed
alcohol,neutral,moderate alcohol consumption health impact,3,10,https://www.healthdirect.gov.au/how-alcohol-affects-your-health,healthdirect.gov.au,How alcohol affects your health,2026-05-09 19:55:16,mixed,domain healthdirect.gov.au manually labeled as mixed
alcohol,slanted,binge drinking dangers,2,2,https://www.healthdirect.gov.au/binge-drinking,healthdirect.gov.au,Binge drinking | healthdirect,2026-05-09 19:57:39,mixed,domain healthdirect.gov.au manually labeled as mixed
climate_change,slanted,climate change hoax,3,6,https://www.unep.org/news-and-stories/story/debunking-eight-common-myths-about-climate-change,unep.org,Debunking eight common myths about climate change,2026-05-09 16:03:57,mixed,domain unep.org manually labeled as mixed
climate_change,slanted,global warming myth,2,1,https://www.unep.org/news-and-stories/story/debunking-eight-common-myths-about-climate-change,unep.org,Debunking eight common myths about climate change,2026-05-09 16:05:34,mixed,domain unep.org manually labeled as mixed
pesticides,slanted,pesticide health hazards,1,5,https://www.unep.org/topics/chemicals-management/pollution-and-health/highly-hazardous-pesticides-hhps,unep.org,Highly Hazardous Pesticides (HHPs),2026-05-09 16:35:52,mixed,domain unep.org manually labeled as mixed
plastic,neutral,plastic recycling impact,1,3,https://www.unep.org/plastic-pollution,unep.org,Plastic Pollution,2026-05-09 17:31:39,mixed,domain unep.org manually labeled as mixed
plastic,neutral,biodegradable plastics research,3,2,https://www.unep.org/plastic-pollution,unep.org,Plastic Pollution,2026-05-09 17:36:48,mixed,domain unep.org manually labeled as mixed
synthetic_biology,neutral,synthetic biology facts,3,8,https://www.unep.org/news-and-stories/story/risks-and-potential-rewards-synthetic-biology,unep.org,Risks and potential rewards of synthetic biology,2026-05-09 18:03:06,mixed,domain unep.org manually labeled as mixed
lab_grown_meat,neutral,clean meat environmental impact,3,10,https://www.unep.org/news-and-stories/press-release/novel-meat-and-dairy-alternatives-could-help-curb-climate-harming,unep.org,Novel meat and dairy alternatives could help curb climate ...,2026-05-09 18:25:12,mixed,domain unep.org manually labeled as mixed
bottled_water,slanted,plastic bottle pollution,1,5,https://www.unep.org/plastic-pollution,unep.org,Plastic Pollution,2026-05-09 20:21:12,mixed,domain unep.org manually labeled as mixed
mining,slanted,mercury pollution gold mining,1,2,https://www.unep.org/news-and-stories/story/mercury-has-long-poisoned-gold-miners-new-strategy-helping-change,unep.org,Mercury has long poisoned gold miners. This new strategy ...,2026-05-09 20:33:03,mixed,domain unep.org manually labeled as mixed
mining,slanted,mercury pollution gold mining,3,2,https://www.unep.org/technical-highlight/how-countries-are-reducing-anthropogenic-mercury-pollution,unep.org,How countries are reducing anthropogenic mercury pollution,2026-05-09 20:33:33,mixed,domain unep.org manually labeled as mixed
deforestation,neutral,forest conservation effects,2,9,https://www.unep.org/topics/forests,unep.org,Forests,2026-05-09 20:34:22,mixed,domain unep.org manually labeled as mixed
deforestation,slanted,deforestation climate impact,3,8,https://www.unep.org/news-and-stories/story/how-halting-deforestation-can-help-counter-climate-crisis,unep.org,How halting deforestation can help counter the climate crisis,2026-05-09 20:35:36,mixed,domain unep.org manually labeled as mixed
deforestation,neutral,rainforest protection research,1,9,https://www.unep.org/news-and-stories/story/brazilian-research-institute-using-cutting-edge-technology-stave,unep.org,The Brazilian research institute using cutting-edge ...,2026-05-09 20:36:10,mixed,domain unep.org manually labeled as mixed
vaccines,neutral,flu shot effectiveness,2,10,https://www.verywellhealth.com/flu-vaccine-effectiveness-5211793,verywellhealth.com,"Flu Vaccine Effectiveness: Facts, Types, Duration",2026-05-09 15:48:12,mixed,domain verywellhealth.com manually labeled as mixed
vaccines,neutral,flu shot effectiveness,3,2,https://www.verywellhealth.com/flu-vaccine-effectiveness-5211793,verywellhealth.com,"Flu Vaccine Effectiveness: Facts, Types, Duration",2026-05-09 15:48:19,mixed,domain verywellhealth.com manually labeled as mixed
vaccines,neutral,hpv vaccine effects,3,7,https://www.verywellhealth.com/hpv-vaccine-for-boys-514147,verywellhealth.com,HPV Vaccine Gardasil 9 Side Effects for Men and Boys,2026-05-09 15:49:53,mixed,domain verywellhealth.com manually labeled as mixed
artificial_sweeteners,slanted,sucralose health risks,2,8,https://www.verywellhealth.com/sucralose-vs-aspartame-7551717,verywellhealth.com,Sucralose vs. Aspartame: Differences and Health Impacts,2026-05-09 16:44:16,mixed,domain verywellhealth.com manually labeled as mixed
artificial_sweeteners,slanted,stevia side effects,2,7,https://www.verywellhealth.com/stevia-side-effects-6890614,verywellhealth.com,Is Stevia a Safe Sugar Substitute?,2026-05-09 16:48:30,mixed,domain verywellhealth.com manually labeled as mixed
artificial_sweeteners,neutral,diet soda health,2,7,https://www.verywellhealth.com/is-diet-soda-bad-for-you-11851224,verywellhealth.com,What Happens to Your Body When You Drink Diet Soda ...,2026-05-09 16:49:25,mixed,domain verywellhealth.com manually labeled as mixed
soy,neutral,tofu nutrition research,3,2,https://www.verywellhealth.com/is-tofu-good-for-you-11721591,verywellhealth.com,What Happens to Your Body When You Eat Tofu Regularly,2026-05-09 19:25:51,mixed,domain verywellhealth.com manually labeled as mixed
soy,slanted,soy thyroid problems,1,3,https://www.verywellhealth.com/soy-and-the-thyroid-3231800,verywellhealth.com,Can You Eat Soy if You Have a Thyroid Condition?,2026-05-09 19:26:05,mixed,domain verywellhealth.com manually labeled as mixed
sugar,neutral,sugar consumption effects,3,6,https://www.verywellhealth.com/what-happens-if-you-eat-too-much-sugar-11776997,verywellhealth.com,14 Ways Eating Too Much Sugar Can Impact Your Body ...,2026-05-09 19:38:02,mixed,domain verywellhealth.com manually labeled as mixed
caffeine,neutral,coffee antioxidant research,3,5,https://www.verywellhealth.com/healthiest-ways-to-drink-your-coffee-11937288,verywellhealth.com,"7 Healthiest Ways to Drink Coffee for Maximum Benefits, ...",2026-05-09 19:51:48,mixed,domain verywellhealth.com manually labeled as mixed
caffeine,slanted,energy drink dangers,2,5,https://www.verywellhealth.com/what-do-energy-drinks-do-to-your-body-11780293,verywellhealth.com,7 Ways Drinking Energy Drinks Regularly Can Affect Your ...,2026-05-09 19:52:46,mixed,domain verywellhealth.com manually labeled as mixed
fast_food,slanted,fast food obesity,3,8,https://www.verywellhealth.com/what-happens-if-you-eat-fast-food-every-day-11860552,verywellhealth.com,What Happens to Your Body When You Eat Fast Food ...,2026-05-09 20:01:59,mixed,domain verywellhealth.com manually labeled as mixed
bottled_water,slanted,bottled water bacteria,3,5,https://www.verywellhealth.com/bottled-water-contains-plastic-particles-8546698,verywellhealth.com,How to Make Your Bottled Water Safer to Drink,2026-05-09 20:24:07,mixed,domain verywellhealth.com manually labeled as mixed
